id,title,description,language,content_id
IUDWmfO0erdRhds-NFW4g,こころ満たす旅へ、森の京都。,自然と過ごす至福のひとときを体験し、森と川の恵みが溢れる心躍る体験が待っています。森の中で贅沢な時間を過ごし、自然と心を満たす旅に出かけましょう。まだ誰も体験したことのない旅を共にし、知られざる京都の魅力を発信する公的旅行会社、森の京都地域振興社があなたをお待ちしています。,JA,sF2SP_i-QZ2wQoyT1k4Nt
VjD5iWgcdQrcEipLX7HWW,A Journey to Fulfill Your Heart in the Forest of Kyoto,"Experience the bliss of spending time in nature, surrounded by the abundance of forests and rivers. A luxurious time in the woods awaits you, inviting you to embark on a journey that nourishes both nature and your spirit. Join us for an adventure unlike any other, as we unveil the hidden charms of Kyoto to the world. Discover a travel experience that no one has encountered before.",EN,sF2SP_i-QZ2wQoyT1k4Nt
nJJpnbVepZG347PNEE6B5,私は、森の京都ファン,森の京都は、京都に位置する美しい地域で、太古からの自然と信仰を体現しています。伝統と地域文化に根ざした暮らしを示し、訪れる人々に季節の移ろいと日本の原風景を体験させます。この地域は、自然の美しさを通じて独自の癒しと魅力を提供しています。森の京都地域振興社は、京都の知られざる魅力を世界に発信する公的旅行会社であり、まだ誰も体験したことのない旅に人々を招待しています。,JA,MVZC7woZ5k0rYPMHvRnOi
fnYSg9X1Z005aNnUsFqfj,I Am a Fan of the Forest of Kyoto,"The Forest of Kyoto is a beautiful area in Kyoto that embodies ancient nature and spirituality. It showcases a lifestyle deeply rooted in tradition and local culture, allowing visitors to experience the changing seasons and the essence of Japan's original landscapes. The region offers a unique healing experience and charm through its natural beauty. The Mori no Kyoto Regional Promotion Association is a public travel company dedicated to sharing the hidden attractions of Kyoto with the world, inviting travelers to embark on journeys that have yet to be experienced.",EN,MVZC7woZ5k0rYPMHvRnOi
_-sfVJ_LT75zsCkkBh2WX,森の京都での活動,森の京都は、緑豊かな里山の環境で、清らかな水が流れ、長い間受け継がれてきた知恵と技が息づく体験を提供しています。自然と人々が交わる調和の取れた暮らしに参加し、森の美しさを祝うさまざまな活動を楽しむことができます。森の京都地域振興社は、京都の知られざる魅力を世界に発信する公的旅行会社であり、まだ誰も体験したことのないユニークな旅に皆さんを招待しています。,JA,_2vVS4uZ7-ROY10drsTmf
-acVV5zPlX0yu557YVBuT,Activity in Woodland Kyoto,"Woodland Kyoto offers a rich experience in a lush satoyama environment, where clear waters flow and the wisdom and skills passed down through generations thrive. Visitors are invited to join in the harmonious lifestyle that intertwines nature and people, engaging in various activities that celebrate the beauty of the forest. The Mori no Kyoto Regional Promotion Association, a public travel company, aims to share the hidden charms of Kyoto with the world, inviting everyone to embark on unique journeys that have yet to be experienced.",EN,_2vVS4uZ7-ROY10drsTmf
zxJjwexD62wnyDj2H6_jO,森の京都【春夏】,森の京都は、自然と人が長い歴史の中で共生してきた場所です。豊かな水は山々から流れ出し、木々や花々に命を与えています。この景色は古代から受け継がれ、訪れる人々は自然との深い結びつきを感じることができます。清らかな水の流れに自分の鼓動を合わせることで、自然の一部であることを実感できるのです。森の京都地域振興社は、京都の知られざる魅力を世界に発信し、まだ誰も体験したことのない旅を提供することを目指しています。,JA,-9m7suSU5S3LYetAFzI5V
mLzJfLQxcrWzH2BE59aZP,Woodland Kyoto -Homeland of Pure Nature-,"Woodland Kyoto is a place where nature and humanity have coexisted harmoniously throughout history. The rich life here is nourished by abundant water that flows from the mountains, breathing life into trees and flowers. This landscape has been preserved since ancient times, allowing visitors to feel a deep connection with nature. The clear streams invite individuals to synchronize their heartbeat with the rhythm of the natural world, emphasizing the experience of being part of it. The Woodland Kyoto Regional Promotion Association aims to share the hidden charms of Kyoto with the world, offering unique travel experiences that have yet to be discovered.",EN,-9m7suSU5S3LYetAFzI5V
HfjRnFIwGJM3TWudQFurV,森の京都「丹波の漆かき」文化講座,森の京都が主催する『丹波の漆かき』文化講座では、特定非営利活動法人丹羽漆の山内耕祐氏が講師を務め、漆かきの作業や歴史について学びます。漆かきは、漆の木の樹皮に傷をつけて樹液を採取する作業で、1300年の歴史を持つ伝統的な技術です。参加者は、実際の漆かきの現場で学び、植栽作業についてもお話を聞きます。最後には、やくの木と漆の館で文化観光サポーターによる絵付け体験も行われます。,JA,awc1K8hYsjTTi42gGSOCE
wRNU3mcuXPiwIfiFwoERR,Cultural Lecture on 'Tamba Urushi Tapping' in the Forest of Kyoto,"The Forest of Kyoto hosts a cultural lecture on 'Tamba Urushi Tapping,' featuring insights from Mr. Kousuke Yamauchi of the NPO Tamba Urushi. The lecture includes a video showcasing the process of urushi tapping and painting experiences. This traditional practice involves making incisions in the bark of urushi trees to collect the sap, a craft with a 1300-year history. Participants will learn about the history and techniques of Tamba urushi tapping, as well as planting activities. The event concludes with a painting experience at the Yaku no Ki and Urushi Museum, guided by cultural tourism supporters.",EN,awc1K8hYsjTTi42gGSOCE
5WuFYb7BtmOmaojLlUUvE,森の京都「丹後二俣紙」文化講座,森の京都が主催する『丹後二俣紙』の文化講座が、2022年3月13日（日）13:30から14:30まで福知山市大江町の和紙伝承館でライブ配信されます。この講座では、良質な地元産のコウゾを使用した手漉きの「丹後二俣紙」の伝統技術を学びます。前半では田中製紙工業所の田中敏弘氏が講師として、原料や丹後二俣紙の魅力について解説します。後半では、田中氏による紙漉きのデモンストレーションが行われ、森の京都文化観光サポーターが実際に紙漉き体験を行います。,JA,vyAKmt6BabJSVdDX3AmR5
vpbiHEL_3KeZrG15jurEy,Cultural Lecture on TANGO Futamata Paper in the Forest of Kyoto,"The Forest of Kyoto is hosting a live-streamed cultural lecture on 'Tango Futamata Paper' on March 13, 2022, from 13:30 to 14:30 at the Washi Heritage Center in Oe Town, Fukuchiyama City. This lecture aims to teach participants about the traditional craft of hand-made 'Tango Futamata Paper' using high-quality local Kozo. The first half of the program features Mr. Toshihiro Tanaka from Tanaka Paper Industry, who will discuss the raw materials and the significance of Tango Futamata Paper. In the second half, Mr. Tanaka will demonstrate the paper-making process, followed by a hands-on experience for the cultural tourism supporters of the Forest of Kyoto.",EN,vyAKmt6BabJSVdDX3AmR5
c6AcMTJKWKlOdlltOUTMK,和知人形浄瑠璃～地域無形文化遺産 森育ちの文化が待っている～,「森の京都」として知られる京丹波町は、豊かな森と共に発展してきました。この動画では、森と人が育んできた伝統文化の魅力を紹介します。和知人形浄瑠璃は約150年前に農家の閑散期に始まり、通常3人で操る人形を1人で扱う独特のスタイルが特徴です。太夫、三味線、人形の三業が一体となったこの芸は、地域の誇る伝統技術です。和知伝統芸能常設館で定期公演が行われています。この動画は、文化庁の地域無形文化遺産継承支援事業の一環として制作されました。,JA,sKxRDRiSI9tFZbcPUzNqP
h-ClRC4XUBUhw_Vu9dL9g,Wachi Puppet Joruri - Intangible Cultural Heritage of Kyotanba Town,"Kyotanba Town, known as 'Forest Kyoto,' has developed alongside its rich forests, benefiting from the blessings of the mountains. This video showcases the captivating traditional culture nurtured by the relationship between the forest and the people in six towns of the Forest Kyoto area. Wachi Puppet Joruri has its roots about 150 years ago, originating from farmers enjoying puppet performances during their off-season. A unique feature of this art is that one person operates the puppets, which are typically handled by three. The performance combines the roles of the tayu (narrator), shamisen player, and puppeteer, showcasing a traditional skill that the community takes pride in. Regular performances can be seen at the Wachi Traditional Performing Arts Permanent Hall. This video was produced as part of a project by the Agency for Cultural Affairs to support the preservation of intangible cultural heritage.",EN,sKxRDRiSI9tFZbcPUzNqP
Xs-NepSeKFaliwuRHfv66,亀岡祭山鉾巡行～地域無形文化遺産 森育ちの文化が待っている～,「森の京都」として知られる亀岡市は、豊かな森と共に発展してきました。この動画では、森と人が育んできた伝統文化の魅力を、森の京都エリアの6つの町からお届けします。亀岡祭山鉾巡行は、丹波の祇園祭とも呼ばれ、情緒ある提灯が山鉾を飾り、街全体が賑わいます。特にクライマックスの「山鉾巡行」は圧巻です。この祭りは毎年10月23日（宵々山）、24日（宵宮）、25日（鉾の巡行）の3日間にわたって開催されます。詳細は亀岡祭山鉾連合会のウェブサイトをご覧ください。,JA,2-Il20fNmkMcnItVb6kR1
us8A-TgArAdkzt7gT3fBE,Kameoka Festival Yamaboko Procession - A Cultural Heritage of the Region Awaits You,"Kameoka, known as 'Mori no Kyoto' or 'Forest Kyoto,' has developed alongside its rich forests. This video showcases the traditional cultural charm nurtured by the relationship between the forest and the people in six towns of the Mori no Kyoto area. The Kameoka Festival Yamaboko Procession, often referred to as the Tanba Gion Matsuri, is a vibrant celebration featuring lanterns adorning the yamaboko (float). The climax of the festival, the 'Yamaboko Junko,' is particularly impressive. The event takes place over three days: October 23rd (Yoi-yama), 24th (Yoi-miya), and 25th (the procession of floats). For more information, visit the Kameoka Festival Yamaboko Federation website.",EN,2-Il20fNmkMcnItVb6kR1
VATBJ-CIAT0Zh4Y4C6572,【南丹市】#2 大送神社綱引き～地域無形文化遺産 森育ちの文化が待っている～,「森の京都」として知られる南丹市は、山の恵みを受けて豊かな森と共に発展してきました。この動画では、森と人が育んできた伝統文化の魅力を、森の京都エリアの6つの町からお届けします。大送神社の綱引きは、南丹市八木町で行われる神事で、村を荒らす大蛇を討った武士の伝説に由来し、千年以上の歴史があります。参加者は、ヘビを象徴する網を鳥居の間で引き合い、南が勝てば米、北が勝てば麦が豊作になるとされています。毎年1月中旬の日曜日に開催される予定です。,JA,sF9Zlh1ekaaWof9M-WV-x
Wq75UcU8y1fMX__dOXlfT,Oso Shrine Tug-of-War in Nantan City - A Cultural Heritage of the Region,"Nantan City, known as 'Forest Kyoto,' has developed alongside the rich blessings of the mountains and forests. This video showcases the traditional cultural charm nurtured by the relationship between the forest and the people in six towns of the Forest Kyoto area. The Oso Shrine Tug-of-War, held in Yagi, Nantan City, is a sacred event that has been passed down for over a thousand years, inspired by a legend of a warrior who defeated a giant serpent that troubled the village. Participants pull a net symbolizing the serpent across a torii gate, with the outcome predicting the harvest: if the south wins, rice will be abundant; if the north wins, wheat will thrive. The event is scheduled for a Sunday in mid-January each year.",EN,sF9Zlh1ekaaWof9M-WV-x
dA678bbr7qMVvWPWSuzsH,福知山音頭～地域無形文化遺産 森育ちの文化が待っている～,「森の京都」として知られる福知山市は、山の恵みを受けて発展してきました。この動画では、森と人が育んできた伝統文化の魅力を、森の京都エリアの6つの町から紹介します。福知山音頭は「ドッコイセ、ドッコイセー」というかけ声が特徴で、福知山城の建設時に木材や石材を運ぶ人々が歌い踊ったことに由来します。今でも多くの人々に愛され、毎年8月14～16日と24～25日に福知山ドッコイセまつりで披露されます。この動画は地域無形文化遺産の継承を目的とした事業の一環として制作されました。,JA,CWk643oxJp_Dkztb4mUsb
zzjVDHjxWslKFdQph1KsO,Fukuchiyama Ondo: A Local Intangible Cultural Heritage of Fukuchiyama City,"Fukuchiyama City, located in the 'Forest of Kyoto,' has developed alongside the rich blessings of the mountains. This video showcases the traditional cultural charm nurtured by the forest and its people across six towns in the Forest of Kyoto area. The Fukuchiyama Ondo, characterized by the call 'Dokkoi se, Dokkoi se,' originated from the songs and dances of people transporting timber and stones during the construction of Fukuchiyama Castle. This traditional dance is still beloved by many and is performed annually during the Fukuchiyama Dokkoi Se Festival held from August 14-16 and 24-25. The video was produced as part of a project to promote the utilization of local cultural assets.",EN,CWk643oxJp_Dkztb4mUsb
gs4A7r-l653L25mntdslP,【綾部市】#5 綾部太鼓～地域無形文化遺産 森育ちの文化が待っている～,「森の京都」として知られる綾部市は、豊かな森の恵みを受けて発展してきました。この動画では、森と人が育んできた伝統文化の魅力を、森の京都エリアの6つの町から紹介します。綾部太鼓は、九鬼水軍が兵士を鼓舞するために打ち鳴らしたことに始まり、九鬼嘉隆の孫、九鬼隆季が綾部藩の初代藩主となった際に伝わりました。綾部太鼓は、あやべ初えびす大祭や大本節分大祭、あやべ丹の国まつりなどで披露されます。この動画は、文化庁の地域文化財総合活用推進事業の一環として制作されました。,JA,8d4Vkj9n4wtsBT02CSKC3
A0SSnZaZU4IkURZS2hc0w,Ayabe City #5 Ayabe Taiko - Intangible Cultural Heritage of the Region Awaits in the Forest,"Ayabe City, located in the 'Forest of Kyoto,' has developed alongside the rich forests that provide its blessings. This video showcases the charm of traditional cultures nurtured by the forest and its people across six towns in the Forest of Kyoto area. Ayabe Taiko originated from the Kuki Navy, which played drums to inspire soldiers. When Kuki Takaki, the grandson of Kuki Yoshitaka, became the first lord of the Ayabe domain, the powerful drumming tradition was passed down. Ayabe Taiko is performed at various festivals, including the Ayabe Hatsu Ebisu Festival, the Oomoto Setsubun Festival, and the Ayabe Tan no Kuni Festival. This video was produced as part of the Cultural Agency's project to promote the comprehensive utilization of regional cultural assets.",EN,8d4Vkj9n4wtsBT02CSKC3
IMBL6R0XarOpB16IrnIwe,山国隊軍楽～地域無形文化遺産 森育ちの文化が待っている～,「森の京都」として知られる京北は、豊かな森の恵みを受けて発展してきました。この動画では、森と人が育んできた伝統文化の魅力を、森の京都エリアの6つの町からお届けします。山国隊は幕末に京北の農民たちによって結成され、戊辰戦争で戦いました。彼らが行進の際に奏でていた太鼓のリズムや笛の音は、現在の山国隊軍楽として受け継がれています。毎年10月上旬には山國神社の還幸祭でその演奏を見ることができます。この動画は、文化庁の地域無形文化遺産継承のための新しい生活様式支援事業の一環として制作されました。,JA,C89KgIne6BgU2XNjDGZtL
ntkbZ4KRCElF2C4-qlvNc,Yamakunitai Military Music - Intangible Cultural Heritage of the Region in Kyoto's Keihoku,"Keihoku, known as 'Forest Kyoto,' has developed alongside the rich forests that provide bountiful blessings. This video showcases the charm of traditional cultures nurtured by the forest and its people across six towns in the Forest Kyoto area. The Yamakunitai, formed by farmers in Keihoku during the late Edo period, fought in the Boshin War. The lively rhythms of drums and beautiful flute melodies they played during their marches have been passed down to the present day as Yamakunitai Military Music. You can witness this performance during the Kankōsai festival at Yamakuni Shrine in early October. This video was produced as part of a project by the Agency for Cultural Affairs to support new lifestyles for the inheritance of intangible cultural heritage.",EN,C89KgIne6BgU2XNjDGZtL
QIsUsiWGBZJ-A_nUwTKEy,2021年度森の京都文化観光サポーターラジオ 第3回「丹波の漆かき」,京都FM丹波のラジオ番組「森の京都presents知っとる？伝統文化in 福知山」の放送音声です。森の京都文化観光サポーターが月1回福知山市の無形文化財を取り上げ、サポーターの目線で紹介します。第3回目は「丹波の漆かき」で、福知山市夜久野町は日本有数の漆の産地です。漆かき職人が伝統産業を守り続けています。番組前半では漆の基礎知識を紹介し、江戸時代に盛んだった漆かきの歴史や、現在の漆の90%が輸入であることを説明します。後半では、漆かき職人でNPO法人丹波漆の広報担当の山内耕祐さんをゲストに迎え、漆との出会いや福知山移住の理由、苦労や漆の魅力についてお話を伺います。山内さんの漆に対する熱い想いにサポーターも感動しました。,JA,B9waCYgGJdvAQ0ygbffgY
J_4Wvhm9j1rt4Ieh9QS2u,2021 Forest Kyoto Cultural Tourism Supporter Radio Episode 3: 'Tamba Lacquer Harvesting',"This is the audio broadcast of the radio program 'Forest Kyoto presents: Do You Know? Traditional Culture in Fukuchiyama' aired on Kyoto FM Tamba. The Forest Kyoto Cultural Tourism Supporters introduce intangible cultural assets from Fukuchiyama each month from their perspective. The third episode focuses on 'Tamba Lacquer Harvesting.' Yaku no Town in Fukuchiyama, Kyoto Prefecture, is one of Japan's leading lacquer-producing areas. Here, lacquer artisans work to preserve and pass on this traditional industry. The first half of the program covers basic knowledge about lacquer, noting that while lacquer harvesting thrived during the Edo period, 90% of lacquer used today is imported. The program highlights the value of this precious domestic lacquer. In the second half, guest Kousuke Yamauchi, a lacquer artisan and public relations officer for the NPO Tamba Lacquer, shares his experiences, including his encounter with lacquer, reasons for moving to Fukuchiyama, challenges faced, and the allure of lacquer. The supporters are moved by Yamauchi's passionate commitment to lacquer.",EN,B9waCYgGJdvAQ0ygbffgY
u9892cxLDgccOKZcU1Kuq,森の京都・伝統を紡ぐ人々の物語,森の京都エリアには、日本刀の刀鍛冶や友禅和紙など、京の文化を支えてきた伝統工芸が今も残っています。この動画では、技術者たちが伝統を受け継ぎ未来へつなぐ姿、そして彼らの思いを描いています。この土地の宝として、そして生活の一部として、次の世代へと紡がれる伝統工芸やその技術をご覧ください。,JA,6sXZIPku-axRCuRmWWHVa
hOCoSauwhs_3jt5TDokrs,Stories of People Weaving Tradition in the Forest of Kyoto,"The Forest of Kyoto area is home to traditional crafts that have supported Kyoto's culture, such as Japanese swordsmithing and Yuzen washi paper. This video depicts the artisans who inherit these traditions and connect them to the future, showcasing their dedication. Viewers can witness these traditional crafts and techniques, treasured as part of the local heritage and daily life, being passed down to the next generation.",EN,6sXZIPku-axRCuRmWWHVa
9FRCWz2v4M0wXtGTiAn9v,Woodland Kyoto / Foreigner Experience Vlog [Autumn Leaves / Nature & Trekking],"Woodland Kyoto offers a variety of engaging experiences that highlight the area's rich natural beauty and landscape. This vlog features the experiences of Maxim and Yuliya, two Russians living in Japan, as they enjoy activities such as staying in a thatched-roof private house, cycling, and trekking. Viewers can expect new encounters and discoveries in Kyoto, a forested area that preserves the original scenery of Japan, away from the city's hustle and bustle. Visitors are encouraged to explore this unique destination.",EN,IwmRMYnQDqqQgshQWGwWZ
x0sRWt_bUJP6EOyTEGI3I,ウッドランド京都 / 外国人体験Vlog [紅葉 / 自然とトレッキング],ウッドランド京都では、豊かな自然と地形を活かした魅力的な体験コンテンツが多数用意されています。今回は、日本に住むロシア人のマキシムさんとユリアさんが、茅葺き屋根のプライベートハウスに宿泊し、自転車やトレッキングを楽しむ様子をVlog形式で紹介します。都市の喧騒を離れ、日本の原風景が残る森の中で、新たな出会いや発見が待っています。ぜひ訪れてみてください！,JA,IwmRMYnQDqqQgshQWGwWZ
bMCrIFKmKolPMKFs57SkQ,実はすぐそこ！京都駅から森の京都まで【アクセス紹介動画】,京都市内から自然に触れたいと思っている方の中には、遠く感じる方も多いかもしれません。しかし、実際には電車で一本、京都駅から亀岡まで20分で行けます。乗り換えもなく、車窓からは美しい田園風景を楽しむことができ、自然の雄大さを感じながら森の京都へ訪れることができます。ぜひ足を運んでみてください。,JA,UPtOS489KuuKM2ZgYRlM_
vFgOqaWyAxY1rQJhOe1MI,Access Guide from Kyoto Station to Mori no Kyoto,"Many people may think that experiencing nature requires traveling far from Kyoto city. However, it is actually very accessible by train. You can reach Kameoka, the gateway to Mori no Kyoto, in just 20 minutes without any transfers from Kyoto Station. Enjoy the beautiful rural scenery from the train window and feel the grandeur of nature as you make your way to Mori no Kyoto!",EN,UPtOS489KuuKM2ZgYRlM_
14Q99UK1pxTD0ZSW5GTSV,森の京都【秋冬】,「森の京都」は、嵐山周辺の知られざる魅力を探求する旅へと誘います。嵐山を流れる水の源や、金閣寺の借景となる森の広がりについての疑問を提起します。この地域は、清らかな山の水と肥沃な大地が人々の暮らしや地域文化を支えてきた場所です。素朴な里山の風景の中で、厳かな森や河と共存しながら生きる人々がいます。秋冬の彩り豊かな景色と、自然と共に暮らす人々の美しさを楽しむことができます。この旅は、歴史と伝統の京都から、自然と生命が息づく「森の京都」へとつながります。,JA,zWGZo2By4D3ePfY-po3Ky
SjXXzRIR8xHMfhYuyls7F,Woodland Kyoto -Deep into the heart of authentic Japan-,"Woodland Kyoto invites you to explore the lesser-known aspects of Kyoto, particularly the area around Arashiyama. It raises questions about the origins of the water flowing through Arashiyama and the extent of the forest that serves as a backdrop for the Golden Pavilion. This region, known as 'Woodland Kyoto,' is characterized by pure mountain springs and fertile land that have supported local culture and livelihoods. Amidst the rustic landscapes, people coexist with the majestic forests and rivers, utilizing inherited wisdom. Visitors can enjoy the vibrant autumn and winter scenery, as well as the beauty of those living in harmony with nature. This journey connects the historical and traditional aspects of Kyoto with the life-giving essence of 'Woodland Kyoto.'",EN,zWGZo2By4D3ePfY-po3Ky
chpbbHXJv3OLeaKhGJ3sF,森の京都QRトレイン～Quality and Relaxing Train～出発式ダイジェスト,森の京都QRトレインは、亀岡市、南丹市、京丹波町、福知山市、綾部市、京都市右京区京北からなる自然と文化が豊かなエリアを代表する列車です。2021年3月12日に出発式を行い、翌日からJR嵯峨野線で通常運行を開始しました。この電車は、森の京都の魅力を詰め込んだラッピング電車で、外装には茶・黒・金のコンセプトカラーと地域の花・木・鳥をモチーフにしたデザインが施されています。内装は地域の伝統工芸や暮らしに焦点を当て、QRコードを使って様々な情報を発信します。JR京都駅からJR園部駅まで運行し、四季に溶け込んだ景色を楽しむことができ、多くのファンに支持されています。QRコードは随時更新され、乗車中に最新の情報を楽しむことができます。,JA,XVTA9-1MQEmfUsqy42UX_
hM6Wfwt7afjJ1V00-l40b,Forest Kyoto QR Train - Quality and Relaxing Train - Departure Ceremony Digest,"The Forest Kyoto QR Train, which represents the rich natural and cultural area of Forest Kyoto, consisting of cities like Kameoka, Nantan, Kyotanba, Fukuchiyama, Ayabe, and Ukyo-ku in Kyoto City, held its departure ceremony on March 12, 2021, and began regular operations on March 13. This train features a design that encapsulates the charm of Forest Kyoto, with its exterior showcasing the concept colors of brown, black, and gold, and patterns inspired by local flowers, trees, and birds. The interior focuses on traditional crafts and lifestyles of the area, with QR codes providing various information about Forest Kyoto. The train operates between JR Kyoto Station and JR Sonobe Station, blending seamlessly with the changing seasons, and has become popular among fans who enjoy both the scenery and the train experience. The QR codes in the interior will be updated regularly, allowing passengers to enjoy the latest information about the area.",EN,XVTA9-1MQEmfUsqy42UX_
